Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Pick
1651,15801.7,46.76653,-121.79126,984,10.7,14675.2,True
1652,15811.3,46.76652,-121.79145,984,11.2,14689.6,True
1653,15820.9,46.76652,-121.79164,983,14.0,14704.0,True
1654,15830.4,46.76651,-121.79174,983,13.6,14712.0,True
1655,15840.0,46.76651,-121.79185,982,10.5,14720.1,True
1656,15849.6,46.76650,-121.79195,982,11.8,14728.1,False
1657,15859.1,46.76650,-121.79206,982,11.8,14736.2,True
1658,15868.7,46.76643,-121.79218,981,10.0,14747.9,False
1659,15878.3,46.76637,-121.79231,981,11.0,14759.7,False
1660,15887.9,46.76631,-121.79243,980,12.9,14771.5,False
1661,15897.4,46.76625,-121.79256,979,12.9,14783.2,False
1662,15907.0,46.76619,-121.79265,979,11.7,14792.7,False
1663,15916.6,46.76613,-121.79271,979,10.0,14801.1,False
1664,15926.1,46.76607,-121.79278,978,10.8,14809.5,False
1665,15935.7,46.76601,-121.79285,978,11.4,14817.8,False
1666,15945.3,46.76595,-121.79292,978,11.4,14826.2,False
1667,15954.9,46.76589,-121.79298,977,11.3,14834.6,False
1668,15964.4,46.76583,-121.79305,977,11.3,14843.1,True
1669,15974.0,46.76577,-121.79311,976,11.3,14851.5,True
1670,15983.6,46.76571,-121.79318,976,11.3,14859.9,True
1671,15993.1,46.76564,-121.79325,976,10.9,14869.1,True
1672,16002.7,46.76557,-121.79332,976,10.5,14878.3,True
1673,16012.3,46.76550,-121.79339,975,10.2,14887.4,True
1674,16021.9,46.76544,-121.79346,975,10.2,14896.6,True
1675,16031.4,46.76537,-121.79355,975,9.8,14907.4,True
1676,16041.0,46.76530,-121.79365,974,10.6,14918.1,True
1677,16050.6,46.76523,-121.79375,974,11.3,14928.9,True
1678,16060.1,46.76516,-121.79385,973,11.3,14939.6,True
1679,16069.7,46.76509,-121.79394,973,11.3,14950.4,True
1680,16079.3,46.76503,-121.79407,973,11.8,14962.0,True
1681,16088.9,46.76497,-121.79419,972,12.2,14973.6,True
1682,16098.4,46.76491,-121.79432,972,12.6,14985.2,True
1683,16108.0,46.76487,-121.79446,971,12.5,14996.6,True
1684,16117.6,46.76484,-121.79460,971,12.4,15008.0,True
1685,16127.1,46.76480,-121.79474,970,12.3,15019.4,True
1686,16136.7,46.76479,-121.79481,970,9.8,15024.9,True
1687,16146.3,46.76478,-121.79488,969,12.7,15030.5,True
1688,16155.8,46.76477,-121.79495,969,15.6,15036.1,True
1689,16165.4,46.76475,-121.79502,969,15.6,15041.6,True
1690,16175.0,46.76474,-121.79509,968,15.6,15047.2,True
1691,16184.6,46.76473,-121.79516,968,15.6,15052.7,True
1692,16194.1,46.76470,-121.79533,968,12.0,15065.5,True
1693,16203.7,46.76468,-121.79549,967,10.7,15078.2,True
1694,16213.3,46.76465,-121.79565,966,14.3,15090.9,True
1695,16222.8,46.76463,-121.79582,966,14.3,15103.6,True
1696,16232.4,46.76460,-121.79590,966,11.4,15110.5,True
1697,16242.0,46.76457,-121.79598,965,10.7,15117.4,True
1698,16251.6,46.76454,-121.79606,965,13.6,15124.3,True
1699,16261.1,46.76452,-121.79614,964,13.6,15131.2,True
1700,16270.7,46.76449,-121.79622,964,13.6,15138.1,True
1701,16280.3,46.76444,-121.79634,964,11.8,15148.6,True
1702,16289.8,46.76439,-121.79645,963,10.0,15159.1,True
1703,16299.4,46.76434,-121.79657,963,11.0,15169.6,True
1704,16309.0,46.76429,-121.79669,962,11.0,15180.1,True
1705,16318.6,46.76424,-121.79681,962,11.0,15190.6,True
1706,16328.1,46.76421,-121.79686,962,11.0,15195.5,True
1707,16337.7,46.76419,-121.79691,961,13.8,15200.3,True
1708,16347.3,46.76417,-121.79696,961,16.7,15205.2,True
1709,16356.8,46.76414,-121.79702,961,16.7,15210.0,False
1710,16366.4,46.76412,-121.79707,961,16.7,15214.9,False
1711,16376.0,46.76410,-121.79712,960,16.7,15219.7,False
1712,16385.6,46.76407,-121.79718,960,16.7,15224.6,False
1713,16395.1,46.76405,-121.79723,960,16.7,15229.4,False
1714,16404.7,46.76402,-121.79728,960,16.7,15234.3,False
1715,16414.3,46.76400,-121.79734,959,16.7,15239.1,True
1716,16423.8,46.76398,-121.79739,959,16.7,15243.9,True
1717,16433.4,46.76392,-121.79751,958,13.8,15254.5,True
1718,16443.0,46.76387,-121.79762,958,10.9,15265.1,True
1719,16452.5,46.76382,-121.79774,957,11.1,15275.7,True
1720,16462.1,46.76377,-121.79786,957,11.1,15286.3,True
1721,16471.7,46.76372,-121.79797,956,11.1,15296.9,True
1722,16481.3,46.76368,-121.79807,956,10.0,15305.3,True
1723,16490.8,46.76364,-121.79816,956,10.2,15313.7,True
1724,16500.4,46.76360,-121.79825,955,11.3,15322.1,True
1725,16510.0,46.76356,-121.79835,955,11.3,15330.5,True
1726,16519.5,46.76353,-121.79844,955,11.5,15338.6,True
1727,16529.1,46.76349,-121.79854,954,11.6,15346.7,True
1728,16538.7,46.76346,-121.79863,954,11.8,15354.7,True
1729,16548.3,46.76343,-121.79873,954,11.8,15362.8,True
1730,16557.8,46.76342,-121.79883,954,12.0,15370.4,True
1731,16567.4,46.76340,-121.79892,954,12.3,15378.0,True
1732,16577.0,46.76339,-121.79902,953,12.5,15385.6,True
1733,16586.5,46.76338,-121.79912,953,12.5,15393.2,True
1734,16596.1,46.76339,-121.79922,953,12.4,15401.0,True
1735,16605.7,46.76341,-121.79932,952,12.4,15408.8,True
1736,16615.3,46.76342,-121.79942,952,12.3,15416.5,True
1737,16624.8,46.76343,-121.79952,952,12.3,15424.3,True
1738,16634.4,46.76345,-121.79962,951,12.3,15432.1,True
1739,16644.0,46.76346,-121.79972,951,12.3,15439.9,True
1740,16653.5,46.76349,-121.79986,951,10.7,15450.8,True
1741,16663.1,46.76352,-121.79999,951,10.1,15461.8,True
1742,16672.7,46.76355,-121.80013,951,11.7,15472.7,True
1743,16682.3,46.76354,-121.80022,951,9.7,15479.2,False
1744,16691.8,46.76353,-121.80030,951,11.9,15485.7,True
1745,16701.4,46.76352,-121.80038,950,14.2,15492.2,True
1746,16711.0,46.76352,-121.80047,950,14.2,15498.7,True
1747,16720.5,46.76351,-121.80055,950,14.2,15505.2,True
1748,16730.1,46.76344,-121.80065,950,12.4,15515.3,True
1749,16739.7,46.76338,-121.80074,950,10.6,15525.4,True
1750,16749.2,46.76332,-121.80084,949,10.4,15535.5,True
1751,16758.8,46.76325,-121.80093,949,10.4,15545.6,True
1752,16768.4,46.76319,-121.80103,949,10.4,15555.7,True
1753,16778.0,46.76312,-121.80110,948,10.2,15565.5,False
1754,16787.5,46.76305,-121.80118,948,10.0,15575.3,False
1755,16797.1,46.76298,-121.80126,947,9.9,15585.0,False
1756,16806.7,46.76291,-121.80134,947,9.9,15594.8,False
1757,16816.2,46.76284,-121.80142,946,9.9,15604.6,False
1758,16825.8,46.76279,-121.80148,946,10.3,15612.3,False
1759,16835.4,46.76274,-121.80154,946,11.8,15619.0,False
1760,16845.0,46.76270,-121.80160,946,13.3,15625.8,False
1761,16854.5,46.76265,-121.80166,945,13.8,15632.5,False
1762,16864.1,46.76261,-121.80172,945,13.8,15639.2,False
1763,16873.7,46.76256,-121.80178,945,13.8,15646.0,False
1764,16883.2,46.76252,-121.80185,944,13.8,15652.7,False
1765,16892.8,46.76249,-121.80191,944,13.8,15659.4,False
1766,16902.4,46.76245,-121.80198,944,13.8,15666.1,True
1767,16912.0,46.76241,-121.80205,943,13.8,15672.9,True
1768,16921.5,46.76237,-121.80212,943,13.8,15679.6,True
1769,16931.1,46.76232,-121.80222,942,12.6,15688.9,True
1770,16940.7,46.76227,-121.80232,942,11.3,15698.1,True
1771,16950.2,46.76223,-121.80242,942,10.0,15707.4,True
1772,16959.8,46.76218,-121.80252,941,10.0,15716.6,True
1773,16969.4,46.76213,-121.80261,941,10.1,15725.8,True
1774,16979.0,46.76208,-121.80271,940,10.1,15735.1,True
1775,16988.5,46.76203,-121.80281,940,10.1,15744.3,True
1776,16998.1,46.76199,-121.80291,940,10.1,15753.5,True
1777,17007.7,46.76192,-121.80299,940,10.0,15762.9,True
1778,17017.2,46.76186,-121.80308,940,9.9,15772.3,True
1779,17026.8,46.76180,-121.80317,939,9.8,15781.7,True
1780,17036.4,46.76174,-121.80325,939,9.8,15791.1,True
1781,17046.0,46.76168,-121.80333,938,9.9,15800.3,True
1782,17055.5,46.76161,-121.80340,938,10.1,15809.4,True
1783,17065.1,46.76154,-121.80347,938,10.2,15818.6,True
1784,17074.7,46.76148,-121.80354,937,10.2,15827.7,False
1785,17084.2,46.76141,-121.80361,936,10.2,15836.9,True
1786,17093.8,46.76135,-121.80368,936,10.2,15846.0,True
1787,17103.4,46.76128,-121.80374,936,10.3,15854.9,True
1788,17112.9,46.76121,-121.80381,936,10.4,15863.9,True
1789,17122.5,46.76114,-121.80387,935,10.6,15872.8,True
1790,17132.1,46.76108,-121.80394,935,10.6,15881.7,True
1791,17141.7,46.76099,-121.80403,935,10.1,15893.6,True
1792,17151.2,46.76090,-121.80411,934,11.6,15905.6,True
1793,17160.8,46.76081,-121.80420,934,13.2,15917.5,True
1794,17170.4,46.76077,-121.80425,934,10.2,15923.6,True
1795,17179.9,46.76072,-121.80429,934,11.9,15929.6,True
1796,17189.5,46.76068,-121.80434,934,14.9,15935.6,True
1797,17199.1,46.76063,-121.80438,933,14.9,15941.7,True
1798,17208.7,46.76059,-121.80443,933,14.9,15947.7,True
